property_id,listing_id,source_url,source_site,retrieved_at,address,suburb,postcode,price_aud,sold_date,sold_date_listing,date_source_disagrees,sale_method,days_since_epoch,property_type,bedrooms,bathrooms,parking,area_sqm,area_source,area_is_internal,area_multivalued,area_implausible,description,description_wordcount,features,feature_count,agency,agent,seifa_irsad_score,seifa_irsad_decile,seifa_irsd_score,seifa_irsd_decile,seifa_ieo_decile,seifa_ier_decile,suburb_urp_2021,suburb_median_house_3bed,suburb_median_unit_2bed,suburb_sales_12m
38,2020915506,https://www.domain.com.au/39-31-third-avenue-blacktown-nsw-2148-2020915506,domain.com.au,2026-08-18T06:00:00Z,"39/31 Third Avenue, Blacktown",Blacktown,2148,420000,2026-07-15,,0,,195,Apartment,2,2,1,97.0,index,1,0,0,"Light-Filled Apartment in a Highly Convenient Location Perfect for the savvy investor or first home buyer, this well-appointed freshly painted apartment offers a functional open plan layout designed for effortless modern living. Positioned in a highly convenient location just moments from Westpoint Shopping Centre and Blacktown Station, it delivers lifestyle ease with every amenity within walking distance. Two well-proportioned bedrooms with built",62,Light-filled;Open plan;Freshly painted;Near shopping;Near transport,5,McGrath Blacktown,Monique Layoun,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
39,2020870538,https://www.domain.com.au/509-8b-allawah-street-blacktown-nsw-2148-2020870538,domain.com.au,2026-08-18T06:00:00Z,"509/8B Allawah Street, Blacktown",Blacktown,2148,760000,2026-07-15,2026-07-15,0,Private treaty,195,Apartment,3,2,2,,none,1,0,0,"A Rare Opportunity Offering the Complete Package! Experience the perfect blend of style, space and convenience in this modern 3-bedroom, 2-bathroom top floor apartment located in the heart of vibrant Blacktown. This beautifully presented residence offers an exceptional opportunity for first home buyers, downsizers or savvy investors seeking contemporary living in a prime location. High Points - 3 spacious bedrooms with built-in wardrobes, and",64,Top floor;Built-in wardrobes;Modern;Prime location,4,Luxe Property Agents,Moustafa El Dannawe,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
40,2020998505,https://www.domain.com.au/803-5-second-avenue-blacktown-nsw-2148-2020998505,domain.com.au,2026-08-18T06:00:00Z,"803/5 Second Avenue, Blacktown",Blacktown,2148,590000,2026-07-15,2026-07-15,0,Private treaty,195,Apartment,3,2,2,,none,1,0,0,"Welcome to 803/5 Second Avenue, Blacktown - a modern, high-level apartment offering the perfect blend of comfort, convenience, and lifestyle. Positioned on the 8th floor, this beautifully presented residence boasts stunning district views, abundant natural light, and a thoughtfully designed layout ideal for both homeowners and investors. Property Features: Spacious bedrooms with built-in",53,8th floor;district views;built-in wardrobes;modern,4,Ray White Blacktown City,Niman Kayastha,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
41,2020924205,https://www.domain.com.au/3-36-lloyd-street-blacktown-nsw-2148-2020924205,domain.com.au,2026-08-18T06:00:00Z,"3/36 Lloyd Street, Blacktown",Blacktown,2148,865000,2026-07-15,2026-07-15,0,Private treaty,195,Villa,3,2,2,217.0,index,0,0,0,"Positioned in a quiet and well-maintained complex, this neatly presented single-level residence offers comfort, practicality, and an easy-care lifestyle ideal for growing families, first-home buyers, downsizers, or savvy investors alike. Thoughtfully designed with a functional floorplan, the home features a spacious living area upon entry, flowing seamlessly through to the well-appointed kitchen",52,Single-level;Double garage;Low-maintenance yard;Well-appointed kitchen;Spacious living area,5,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
42,2020886069,https://www.domain.com.au/20-alam-street-blacktown-nsw-2148-2020886069,domain.com.au,2026-08-18T06:00:00Z,"20 Alam Street, Blacktown",Blacktown,2148,1065000,2026-07-14,,0,,194,House,3,2,2,638.0,index,0,0,0,"Spacious Family Home with Detached Retreat & Endless Potential Positioned on a uniquely shaped parcel in a peaceful Blacktown pocket, this versatile residence offers an outstanding opportunity for families, first home buyers and investors seeking space, flexibility and future potential. Thoughtfully designed with multiple living areas and a detached retreat, the home caters perfectly to growing families, teenagers working from home, or those needing",64,Detached retreat;Multiple living areas;Uniquely shaped parcel,3,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
43,2020909302,https://www.domain.com.au/30-wye-street-blacktown-nsw-2148-2020909302,domain.com.au,2026-08-18T06:00:00Z,"30 Wye Street, Blacktown",Blacktown,2148,1301000,2026-07-11,2026-07-11,0,Auction,191,House,3,2,2,573.0,index,0,0,0,"Spacious Family Home with Multiple Living Areas Set on a generous 573.5m2 block, this well-maintained single-level home offers comfortable and versatile living for the whole family. Ideally positioned in a convenient Blacktown location, this home is within easy reach of local schools, shopping centres, public transport and parklands, making it an excellent choice for families seeking both comfort and convenience.",60,Single-level;Multiple living areas;Well-maintained;Convenient location;Near schools;Near shopping;Near transport;Near parklands,8,Century 21 Davelis & Co,Stavros Davelis,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
44,2020926404,https://www.domain.com.au/9-kauri-street-blacktown-nsw-2148-2020926404,domain.com.au,2026-08-18T06:00:00Z,"9 Kauri Street, Blacktown",Blacktown,2148,1155000,2026-07-11,2026-07-11,0,Auction,191,House,6,3,1,626.0,index,0,0,0,"Calling all Astute Investors and Large or Growing Families! Standing tall and proud on the high side of the street and located within walking distance to premier schools, shops, transport and in one of the districts best areas, rare find is this oversized three-bedroom brick veneer family home with open plan living areas boasting a three-bedroom self-contained retreat which offers warm, everyday living and leaves nothing to be desired by way of comfort and",74,Brick veneer;Self-contained retreat;Open plan living;High side of street;Walking distance to schools and transport,5,Harcourts Unlimited Real Estate,Andrew Chrysanthou,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
45,2020888289,https://www.domain.com.au/3-67-orwell-street-blacktown-nsw-2148-2020888289,domain.com.au,2026-08-18T06:00:00Z,"3/67 Orwell Street, Blacktown",Blacktown,2148,840000,2026-07-10,2026-07-10,0,Private treaty,190,Townhouse,3,2,1,203.0,index,0,0,0,"Beautiful Street-Facing Townhouse Perfectly positioned in a highly sought-after location, this stylish street-front townhouse presents an outstanding opportunity for first-home buyers seeking a low-maintenance lifestyle. Immaculately maintained and beautifully presented throughout, the home combines modern comforts with exceptional convenience, just moments from local shops, quality schooling, public transport, and major arterial",51,Street-facing;Low-maintenance;Immaculately maintained;Modern comforts,4,Starr Partners Blacktown,Mark Vella,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
46,2020846319,https://www.domain.com.au/217-vardys-road-blacktown-nsw-2148-2020846319,domain.com.au,2026-08-18T06:00:00Z,"217 Vardys Road, Blacktown",Blacktown,2148,1170000,2026-07-09,2026-07-09,0,Private treaty,189,House,3,1,3,822.0,index,0,0,0,"Sitting on a generous, level and established serving of premium Blacktown real estate, close to schools, shops and transport, and set well back from the road, it's a great investment for your family and for the future. It has everything to make the everyday living convenient for the busy family, and a lovely pool area and open paved space for entertaining - and it has plenty of possibilities for",69,Pool;Paved entertaining area;Level lot;Established gardens,4,Agius Property Group,Alistair Agius,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
47,2020843181,https://www.domain.com.au/47-10-wallace-street-blacktown-nsw-2148-2020843181,domain.com.au,2026-08-18T06:00:00Z,"47/10 Wallace Street, Blacktown",Blacktown,2148,465000,2026-07-09,2026-07-09,0,Private treaty,189,Apartment,2,2,1,128.0,index,1,0,0,"This modern 2-bedroom, 2-bathroom and 1-car space apartment is positioned on the top floor in the heart of Blacktown, offering a perfect blend of comfort, style, and convenience. Designed for easy living, the apartment features spacious interiors, an open-plan layout, and a dedicated car space with additional storage for added practicality. Conveniently located within walking distance to",57,Top floor;Open-plan layout;Modern;Spacious interiors;Dedicated car space;Additional storage,6,Setia Real Estate,Rajesh Setia,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
48,2020982512,https://www.domain.com.au/33-25-mantaka-street-blacktown-nsw-2148-2020982512,domain.com.au,2026-08-18T06:00:00Z,"33/25 Mantaka Street, Blacktown",Blacktown,2148,425000,2026-07-08,2026-07-08,0,Private treaty,188,Apartment,2,1,1,,none,1,0,0,"Affordable 2 Bedroom Full Brick Unit! Opposite Blacktown Hospital & Walk To Station, Shops & CBD! This neat 2 bedroom full brick unit is conveniently located nearby to Blacktown Hospital and only a short walk to schools, shops, station and Blacktown CBD. Featuring open plan living and dining area, 2 good size bedrooms, original kitchen & bathroom, balcony and a single lock up garage. This top floor unit is the ideal start for the 1st time buyer wanting to purchase under the FREE stamp duty",85,Full brick;Top floor;Balcony;Lock up garage;Near hospital;Walk to station and shops;Open plan living,7,LJ Hooker Blacktown,Matthew Lucas,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
49,2020908868,https://www.domain.com.au/505-1-oxford-street-blacktown-nsw-2148-2020908868,domain.com.au,2026-08-18T06:00:00Z,"505/1 Oxford Street, Blacktown",Blacktown,2148,620000,2026-07-08,2026-06-11,1,Private treaty,188,Apartment,2,2,1,97.0,listing,1,0,0,"Premium North-Facing Apartment with Exceptional Natural Light. Access via Oxford Street, near the corner of Oxford Street and Gordon Street. Property Size: Total Area: 97 sqm Internal: 82 sqm, Car Space: 13 sqm, Storage Cage: 1 sqm Outgoings (Approx.) Council Rates: $296 P/Q, Strata Levies: $1,118 P",47,Air conditioning;Ensuite;City Views;Double glazed windows;Energy efficient appliances;Water efficient appliances;Wall / ceiling insulation;Water efficient fixtures;Intercom;Built in wardrobes;Internal Laundry;Pets Allowed;Broadband internet access;Dishwasher;Study;Secure Parking;Fully fenced;Balcony / Deck;Garden / Courtyard,19,Melrose Park Realty,Harry Park,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
50,2020928521,https://www.domain.com.au/30-flyer-glade-blacktown-nsw-2148-2020928521,domain.com.au,2026-08-18T06:00:00Z,"30 Flyer Glade, Blacktown",Blacktown,2148,880000,2026-07-07,2026-07-07,0,Private treaty,187,House,2,2,1,,none,0,0,0,"Stylish, Low-Maintenance Living in One of Blacktown's Most Sought-After Communities Nestled within the award-winning Fairwater Estate, this beautifully presented residence offers the perfect blend of contemporary style, everyday convenience, and effortless living. Whether you're a first-home buyer looking to enter the market, a downsizer seeking simplicity, or an investor searching for high",52,Air conditioning;Built in wardrobes;Dishwasher;Gas Stove;Intercom;Secure Parking;Separate Laundry;Study;Alarm System;Shed,10,Sweet Realty,Paul (Seongwon) Kim,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
51,2020686912,https://www.domain.com.au/74-bungarribee-road-blacktown-nsw-2148-2020686912,domain.com.au,2026-08-18T06:00:00Z,"74 Bungarribee Road, Blacktown",Blacktown,2148,901000,2026-07-05,2026-07-05,0,Private treaty,185,House,3,1,3,569.0,index,0,0,0,"Andrew Ienna presents this neat 3 bedroom home sitting in a central location and a nice block of 569m2. The home is currently tenanted, has been renovated and would make a great place to live or a sound investment opportunity. MINUTES WALK TO BLACKTOWN STATION WESTPOINT SHOPPING CENTRE BLACKTOWN HOSPITAL. Currently tenanted to a tenant at $575 per week to a tenant that just moved",65,Air conditioning,1,Laing+Simmons Blacktown,Andrew Ienna,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
52,2020865285,https://www.domain.com.au/27-27a-bimbil-street-blacktown-nsw-2148-2020865285,domain.com.au,2026-08-18T06:00:00Z,"27 & 27A Bimbil Street, Blacktown",Blacktown,2148,1310000,2026-07-05,2026-07-05,0,Private treaty,185,House,5,2,2,,none,0,0,0,"Positioned within a highly convenient Blacktown pocket and offering exceptional versatility, this rare house and granny flat opportunity presents outstanding appeal for investors, extended families or buyers seeking dual income potential. Occupying a generous parcel with private separation between residences, the property combines modern updates, practical family living and excellent proximity to",52,Close to schools;Close to shops;Close to transport;Floorboards;Fully fenced;Secure Parking;Security Access,7,Richard Matthews Real Estate,Eddie Elgun,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
53,2020972301,https://www.domain.com.au/31-kent-street-blacktown-nsw-2148-2020972301,domain.com.au,2026-08-18T06:00:00Z,"31 Kent Street, Blacktown",Blacktown,2148,1355000,2026-07-04,2026-07-04,0,Auction,184,House,6,2,6,,none,0,0,0,"Sold at Auction! Many More Bidders Are Ready Call Jeet & Balkar, Century 21 The Rana Group. If you're thinking of selling, speak to the team of experts at Century 21 The Rana Group to find out how we can achieve the best possible price in the shortest possible time. Team Century 21 The Rana Group proudly presents this exceptional opportunity: two brick-veneer homes on one Torrens Title (No Strata Fees), offering outstanding versatility, strong investment appeal, and excellent dual",80,Brick-veneer;Two homes on one Torrens Title;No Strata Fees;Dual income potential,4,Century 21-The Rana Group,Jeet Rana,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
